season,name,position,GW,minutes,total_points,expected_goals,expected_assists,clean_sheets,saves,bps,value,team_difficulty,opponent_difficulty,target_next_gw
24-25,Ezri Konsa Ngoyo,DEF,2.0,90,1,0.0,0.01,0,0.0,7,45,5,4,2.0
24-25,Ezri Konsa Ngoyo,DEF,3.0,90,2,0.0,0.0,0,0.0,13,45,1,3,1.0
24-25,Ezri Konsa Ngoyo,DEF,4.0,90,1,0.0,0.01,0,0.0,12,45,3,4,9.0
24-25,Ezri Konsa Ngoyo,DEF,5.0,90,9,0.21,0.02,0,0.0,33,45,3,4,1.0
24-25,Ezri Konsa Ngoyo,DEF,6.0,90,1,0.0,0.02,0,0.0,6,45,2,3,1.0
24-25,Ezri Konsa Ngoyo,DEF,7.0,11,1,0.0,0.0,0,0.0,4,45,2,4,0.0
24-25,Ezri Konsa Ngoyo,DEF,9.0,90,2,0.07,0.11,0,0.0,13,45,3,4,0.0
24-25,Ezri Konsa Ngoyo,DEF,10.0,90,0,0.0,0.15,0,0.0,4,45,3,3,1.0
24-25,Ezri Konsa Ngoyo,DEF,11.0,90,1,0.0,0.0,0,0.0,6,45,5,3,0.0
24-25,Ezri Konsa Ngoyo,DEF,13.0,90,1,0.0,0.0,0,0.0,6,44,4,3,2.0
24-25,Ezri Konsa Ngoyo,DEF,14.0,90,2,0.0,0.01,0,0.0,11,44,3,4,8.0
24-25,Ezri Konsa Ngoyo,DEF,15.0,90,8,0.0,0.01,1,0.0,26,44,1,4,1.0
24-25,Ezri Konsa Ngoyo,DEF,16.0,90,1,0.24,0.01,0,0.0,8,44,4,3,2.0
24-25,Ezri Konsa Ngoyo,DEF,17.0,90,2,0.0,0.0,0,0.0,10,44,4,4,1.0
24-25,Ezri Konsa Ngoyo,DEF,18.0,90,1,0.0,0.01,0,0.0,0,44,4,3,1.0
24-25,Ezri Konsa Ngoyo,DEF,19.0,90,1,0.0,0.01,0,0.0,4,44,3,4,2.0
24-25,Ezri Konsa Ngoyo,DEF,20.0,90,2,0.0,0.01,0,0.0,10,44,1,4,8.0
24-25,Ezri Konsa Ngoyo,DEF,21.0,90,8,0.0,0.01,1,0.0,29,44,3,3,1.0
24-25,Ezri Konsa Ngoyo,DEF,22.0,90,1,0.0,0.0,0,0.0,2,44,5,3,2.0
24-25,Ezri Konsa Ngoyo,DEF,23.0,90,2,0.0,0.0,0,0.0,15,44,2,4,1.0
24-25,Ezri Konsa Ngoyo,DEF,24.0,90,1,0.0,0.01,0,0.0,7,44,3,3,0.0
24-25,Ezri Konsa Ngoyo,DEF,26.0,90,2,0.0,0.01,0,0.0,12,44,3,4,0.0
24-25,Ezri Konsa Ngoyo,DEF,27.0,90,0,0.06,0.0,0,0.0,0,44,3,3,7.0
24-25,Ezri Konsa Ngoyo,DEF,28.0,90,7,0.0,0.0,1,0.0,29,44,3,3,6.0
24-25,Ezri Konsa Ngoyo,DEF,30.0,90,6,0.07,0.0,1,0.0,29,44,3,3,1.0
24-25,Ezri Konsa Ngoyo,DEF,31.0,45,1,0.0,0.0,0,0.0,2,44,4,4,7.0
24-25,Ezri Konsa Ngoyo,DEF,32.0,90,7,0.15,0.05,1,0.0,31,44,1,3,2.0
24-25,Ezri Konsa Ngoyo,DEF,33.0,90,2,0.0,0.01,0,0.0,8,44,4,4,1.0
24-25,Ezri Konsa Ngoyo,DEF,33.0,90,1,0.07,0.0,0,0.0,6,44,4,3,6.0
24-25,Ezri Konsa Ngoyo,DEF,35.0,90,6,0.0,0.01,1,0.0,27,44,3,4,5.0
24-25,Ezri Konsa Ngoyo,DEF,36.0,90,5,0.0,0.0,1,0.0,21,44,3,3,15.0
24-25,Ezri Konsa Ngoyo,DEF,37.0,90,15,0.35,0.12,1,0.0,46,44,2,4,1.0
24-25,Fabian Schär,DEF,1.0,27,-2,0.04,0.0,0,0.0,-8,55,1,4,0.0
24-25,Fabian Schär,DEF,4.0,90,8,0.1,0.01,0,0.0,24,54,3,4,1.0
24-25,Fabian Schär,DEF,5.0,90,1,0.4,0.2,0,0.0,5,54,3,4,1.0
24-25,Fabian Schär,DEF,6.0,90,1,0.08,0.04,0,0.0,3,54,4,4,5.0
24-25,Fabian Schär,DEF,7.0,90,5,0.0,0.01,1,0.0,18,54,3,4,2.0
24-25,Fabian Schär,DEF,8.0,90,2,0.04,0.23,0,0.0,13,54,3,4,0.0
24-25,Fabian Schär,DEF,9.0,90,0,0.24,0.02,0,0.0,-1,54,4,4,5.0
24-25,Fabian Schär,DEF,10.0,90,5,0.06,0.02,1,0.0,20,54,5,4,2.0
24-25,Fabian Schär,DEF,11.0,90,2,0.02,0.01,0,0.0,10,54,4,4,1.0
24-25,Fabian Schär,DEF,12.0,90,1,0.03,0.02,0,0.0,9,54,2,4,2.0
24-25,Fabian Schär,DEF,13.0,90,2,0.0,0.01,0,0.0,12,54,3,4,7.0
24-25,Fabian Schär,DEF,14.0,90,7,0.3,0.01,0,0.0,15,54,5,4,0.0
24-25,Fabian Schär,DEF,15.0,90,0,0.0,0.01,0,0.0,-2,54,3,4,6.0
24-25,Fabian Schär,DEF,16.0,90,6,0.0,0.01,1,0.0,24,54,1,4,6.0
24-25,Fabian Schär,DEF,17.0,90,6,0.0,0.01,1,0.0,30,54,2,4,6.0
24-25,Fabian Schär,DEF,18.0,90,6,0.1,0.09,1,0.0,30,54,3,4,5.0
24-25,Fabian Schär,DEF,19.0,90,5,0.02,0.02,1,0.0,28,54,3,4,0.0
24-25,Fabian Schär,DEF,22.0,45,0,0.04,0.0,0,0.0,-1,54,3,4,2.0
24-25,Fabian Schär,DEF,23.0,90,2,0.07,0.01,0,0.0,9,54,1,4,1.0
24-25,Fabian Schär,DEF,24.0,90,1,0.16,0.04,0,0.0,4,54,3,4,0.0
24-25,Fabian Schär,DEF,25.0,90,0,0.0,0.0,0,0.0,-4,54,4,4,1.0
24-25,Fabian Schär,DEF,26.0,90,1,0.07,0.0,0,0.0,1,54,4,4,1.0
24-25,Fabian Schär,DEF,27.0,90,1,0.0,0.01,0,0.0,0,54,5,4,6.0
24-25,Fabian Schär,DEF,28.0,90,6,0.0,0.01,1,0.0,24,54,2,4,1.0
24-25,Fabian Schär,DEF,30.0,90,1,0.02,0.01,0,0.0,5,54,3,4,10.0
24-25,Fabian Schär,DEF,31.0,90,10,0.04,0.0,1,0.0,39,54,1,4,2.0
24-25,Fabian Schär,DEF,32.0,90,2,0.0,0.0,0,0.0,6,55,2,4,14.0
24-25,Fabian Schär,DEF,32.0,90,14,0.17,0.02,1,0.0,46,55,3,4,5.0
24-25,Fabian Schär,DEF,33.0,81,5,0.29,0.0,0,0.0,7,55,4,4,6.0
24-25,Fabian Schär,DEF,34.0,82,6,0.02,0.03,1,0.0,23,55,2,4,6.0
24-25,Fabian Schär,DEF,35.0,90,6,0.3,0.09,0,0.0,20,56,3,4,5.0
24-25,Fabian Schär,DEF,36.0,90,5,0.0,0.02,1,0.0,21,56,3,4,2.0
24-25,Fabian Schär,DEF,37.0,90,2,0.92,0.01,0,0.0,8,55,5,4,1.0
24-25,Facundo Buonanotte,MID,1.0,78,2,0.0,0.19,0,0.0,13,50,2,1,5.0
24-25,Facundo Buonanotte,MID,2.0,70,5,0.0,0.19,0,0.0,19,50,3,1,6.0
24-25,Facundo Buonanotte,MID,3.0,22,6,0.17,0.0,0,0.0,19,50,3,1,0.0
24-25,Facundo Buonanotte,MID,5.0,34,0,0.04,0.01,0,0.0,-3,50,3,1,4.0
24-25,Facundo Buonanotte,MID,6.0,84,4,0.18,0.06,0,0.0,16,50,5,1,11.0
24-25,Facundo Buonanotte,MID,7.0,81,11,0.3,0.15,1,0.0,40,50,3,1,6.0
24-25,Facundo Buonanotte,MID,8.0,90,6,1.34,0.17,0,0.0,25,50,1,1,2.0
24-25,Facundo Buonanotte,MID,9.0,90,2,0.12,0.09,0,0.0,15,50,4,1,1.0
24-25,Facundo Buonanotte,MID,10.0,90,1,0.23,0.08,0,0.0,17,51,2,1,1.0
24-25,Facundo Buonanotte,MID,11.0,90,1,0.0,0.38,0,0.0,6,51,3,1,0.0
24-25,Facundo Buonanotte,MID,13.0,63,8,0.78,0.02,0,0.0,32,50,3,1,3.0
24-25,Facundo Buonanotte,MID,14.0,90,3,0.0,0.14,1,0.0,10,50,2,1,0.0
24-25,Facundo Buonanotte,MID,16.0,31,1,0.0,0.0,0,0.0,-1,50,4,1,1.0
24-25,Facundo Buonanotte,MID,17.0,6,1,0.0,0.0,0,0.0,3,50,3,1,1.0
24-25,Facundo Buonanotte,MID,18.0,26,1,0.0,0.0,0,0.0,2,49,5,1,2.0
24-25,Facundo Buonanotte,MID,19.0,90,2,0.06,0.19,0,0.0,12,49,4,1,1.0
24-25,Facundo Buonanotte,MID,20.0,7,1,0.0,0.0,0,0.0,4,48,4,1,2.0
24-25,Facundo Buonanotte,MID,21.0,65,2,0.02,0.25,0,0.0,13,48,3,1,1.0
24-25,Facundo Buonanotte,MID,22.0,19,1,0.0,0.06,0,0.0,1,48,3,1,0.0
24-25,Facundo Buonanotte,MID,23.0,13,0,0.0,0.0,0,0.0,0,47,3,1,0.0
24-25,Facundo Buonanotte,MID,25.0,5,1,0.04,0.0,0,0.0,3,47,5,1,0.0
24-25,Facundo Buonanotte,MID,26.0,35,0,0.1,0.01,0,0.0,-1,47,3,1,2.0
24-25,Facundo Buonanotte,MID,27.0,90,2,0.0,0.01,0,0.0,9,46,2,1,1.0
24-25,Facundo Buonanotte,MID,28.0,17,1,0.0,0.01,0,0.0,0,46,4,1,1.0
24-25,Facundo Buonanotte,MID,29.0,26,1,0.23,0.0,0,0.0,-1,46,2,1,1.0
24-25,Facundo Buonanotte,MID,30.0,30,1,0.0,0.01,0,0.0,4,46,4,1,1.0
24-25,Facundo Buonanotte,MID,31.0,45,1,0.04,0.21,0,0.0,2,45,4,1,0.0
24-25,Facundo Buonanotte,MID,33.0,29,1,0.17,0.04,0,0.0,3,45,5,1,1.0
24-25,Facundo Buonanotte,MID,34.0,45,1,0.06,0.01,0,0.0,7,45,3,1,0.0
24-25,Facundo Buonanotte,MID,36.0,29,7,0.13,0.01,0,0.0,27,45,4,1,0.0
24-25,Felipe Rodrigues da Silva,DEF,4.0,9,1,0.0,0.0,0,0.0,4,45,5,4,1.0
24-25,Felipe Rodrigues da Silva,DEF,5.0,18,1,0.0,0.0,0,0.0,7,45,3,4,0.0
24-25,Felipe Rodrigues da Silva,DEF,7.0,8,1,0.0,0.0,0,0.0,5,45,4,4,1.0
24-25,Felipe Rodrigues da Silva,DEF,8.0,12,1,0.0,0.0,0,0.0,3,45,3,4,1.0
24-25,Felipe Rodrigues da Silva,DEF,9.0,18,1,0.0,0.0,0,0.0,6,45,1,4,0.0
24-25,Felipe Rodrigues da Silva,DEF,13.0,12,1,0.0,0.0,0,0.0,3,45,2,4,1.0
24-25,Felipe Rodrigues da Silva,DEF,14.0,45,1,0.0,0.01,0,0.0,0,45,4,4,1.0
24-25,Felipe Rodrigues da Silva,DEF,15.0,22,1,0.0,0.0,0,0.0,4,45,3,4,1.0
24-25,Felipe Rodrigues da Silva,DEF,16.0,22,1,0.0,0.0,0,0.0,9,45,3,4,6.0
24-25,Felipe Rodrigues da Silva,DEF,17.0,90,6,0.0,0.0,1,0.0,19,45,3,4,1.0
24-25,Felipe Rodrigues da Silva,DEF,18.0,16,1,0.0,0.0,0,0.0,4,45,2,4,8.0
24-25,Felipe Rodrigues da Silva,DEF,19.0,90,8,0.0,0.0,1,0.0,28,45,3,4,1.0
24-25,Felipe Rodrigues da Silva,DEF,20.0,30,1,0.0,0.0,0,0.0,6,45,3,4,1.0
24-25,Felipe Rodrigues da Silva,DEF,21.0,1,1,0.0,0.0,0,0.0,3,45,5,4,1.0
24-25,Felipe Rodrigues da Silva,DEF,22.0,16,1,0.0,0.0,0,0.0,-1,45,1,4,-1.0
24-25,Felipe Rodrigues da Silva,DEF,23.0,24,-1,0.1,0.0,0,0.0,-10,45,3,4,6.0
24-25,Felipe Rodrigues da Silva,DEF,24.0,90,6,0.0,0.0,1,0.0,27,45,3,4,1.0
24-25,Felipe Rodrigues da Silva,DEF,25.0,67,1,0.0,0.01,0,0.0,7,45,3,4,0.0
24-25,Felipe Rodrigues da Silva,DEF,28.0,3,1,0.0,0.0,0,0.0,4,45,4,4,0.0
24-25,Felipe Rodrigues da Silva,DEF,29.0,23,0,0.0,0.0,0,0.0,-5,45,2,4,1.0
24-25,Felipe Rodrigues da Silva,DEF,30.0,50,1,0.08,0.0,0,0.0,6,45,2,4,0.0
24-25,Felipe Rodrigues da Silva,DEF,31.0,74,0,0.0,0.0,0,0.0,-7,45,4,4,0.0
24-25,Felipe Rodrigues da Silva,DEF,33.0,45,1,0.0,0.0,0,0.0,1,45,3,4,0.0
24-25,Felipe Rodrigues da Silva,DEF,35.0,9,0,0.0,0.0,0,0.0,0,45,3,4,0.0
24-25,Felipe Rodrigues da Silva,DEF,36.0,90,0,0.0,0.01,0,0.0,3,45,1,4,0.0
24-25,Felipe Rodrigues da Silva,DEF,37.0,7,0,0.0,0.0,0,0.0,-1,45,2,4,0.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,2.0,71,2,0.75,0.0,1,0.0,7,60,4,3,2.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,3.0,64,2,0.2,0.07,0,0.0,3,60,3,3,0.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,4.0,67,0,0.91,0.08,1,0.0,0,60,3,3,2.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,5.0,75,2,0.04,0.24,0,0.0,6,59,5,3,9.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,6.0,75,9,0.44,0.0,0,0.0,34,59,1,3,2.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,7.0,80,2,0.12,0.16,0,0.0,7,59,1,3,5.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,8.0,81,5,0.04,0.04,1,0.0,17,59,5,3,8.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,9.0,26,8,0.04,0.0,0,0.0,28,59,4,3,7.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,10.0,77,7,0.47,0.0,1,0.0,32,59,4,3,8.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,11.0,90,8,0.97,0.01,0,0.0,35,59,3,3,2.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,12.0,90,2,0.51,0.01,0,0.0,2,60,3,3,12.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,13.0,76,12,0.51,0.01,0,0.0,43,60,3,3,2.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,14.0,84,2,0.59,0.08,1,0.0,7,60,2,3,2.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,15.0,73,2,0.15,0.0,0,0.0,4,61,2,3,2.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,16.0,79,2,0.13,0.31,1,0.0,13,61,2,3,2.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,17.0,70,2,0.04,0.12,1,0.0,10,61,3,3,1.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,18.0,28,1,0.1,0.0,0,0.0,5,60,3,3,8.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,19.0,81,8,0.28,0.0,0,0.0,32,60,3,3,2.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,20.0,81,2,0.17,0.17,1,0.0,6,59,3,3,0.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,27.0,13,1,0.0,0.0,0,0.0,4,56,3,3,8.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,28.0,70,8,0.88,0.02,0,0.0,38,56,3,3,2.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,29.0,90,2,0.43,0.1,0,0.0,6,57,3,3,8.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,30.0,90,8,0.72,0.01,0,0.0,34,57,2,3,13.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,31.0,89,13,1.72,0.01,0,0.0,57,57,2,3,2.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,32.0,90,2,0.53,0.01,1,0.0,2,58,3,3,2.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,33.0,90,2,0.2,0.03,1,0.0,9,58,3,3,2.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,34.0,69,2,0.0,0.17,0,0.0,2,58,2,3,6.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,35.0,86,6,0.59,0.01,0,0.0,27,58,5,3,2.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,36.0,90,2,0.12,0.01,0,0.0,10,58,3,3,2.0
24-25,Francisco Evanilson de Lima Barbosa,FWD,37.0,82,2,0.42,0.02,0,0.0,4,58,4,3,2.0
24-25,Frank Onyeka,MID,1.0,6,1,0.0,0.0,0,0.0,2,50,3,3,1.0
24-25,Frank Onyeka,MID,2.0,17,1,0.0,0.02,0,0.0,1,50,5,3,0.0
24-25,Fraser Forster,GK,13.0,90,3,0.0,0.0,0,5.0,13,43,3,3,4.0
24-25,Fraser Forster,GK,14.0,90,4,0.0,0.0,0,7.0,21,43,3,2,1.0
24-25,Fraser Forster,GK,15.0,90,1,0.0,0.0,0,4.0,0,43,3,3,7.0
24-25,Fraser Forster,GK,16.0,90,7,0.0,0.0,1,4.0,28,43,1,2,1.0
24-25,Fraser Forster,GK,17.0,90,1,0.0,0.0,0,6.0,-6,43,5,3,2.0
24-25,Fraser Forster,GK,18.0,90,2,0.0,0.0,0,2.0,7,43,4,2,1.0
24-25,Fraser Forster,GK,19.0,90,1,0.0,0.0,0,1.0,1,43,3,3,0.0
24-25,Fábio Freitas Gouveia Carvalho,MID,1.0,6,1,0.0,0.0,0,0.0,5,50,3,3,1.0
24-25,Fábio Freitas Gouveia Carvalho,MID,2.0,24,1,0.0,0.01,0,0.0,2,50,5,3,1.0
24-25,Fábio Freitas Gouveia Carvalho,MID,3.0,8,1,0.08,0.0,0,0.0,1,49,1,3,1.0
24-25,Fábio Freitas Gouveia Carvalho,MID,4.0,18,1,0.0,0.0,0,0.0,5,49,4,3,2.0
24-25,Fábio Freitas Gouveia Carvalho,MID,5.0,86,2,0.0,0.34,0,0.0,18,48,3,3,6.0
24-25,Fábio Freitas Gouveia Carvalho,MID,6.0,84,6,0.02,0.06,0,0.0,18,48,2,3,6.0
24-25,Fábio Freitas Gouveia Carvalho,MID,7.0,13,6,0.89,0.02,0,0.0,23,48,3,3,1.0
24-25,Fábio Freitas Gouveia Carvalho,MID,8.0,16,1,0.16,0.0,0,0.0,1,48,3,3,1.0
24-25,Fábio Freitas Gouveia Carvalho,MID,9.0,9,1,0.0,0.0,0,0.0,1,48,2,3,1.0
24-25,Fábio Freitas Gouveia Carvalho,MID,10.0,17,1,0.32,0.01,0,0.0,0,48,3,3,0.0
24-25,Fábio Freitas Gouveia Carvalho,MID,11.0,1,0,0.0,0.0,0,0.0,0,48,3,3,0.0
24-25,Fábio Freitas Gouveia Carvalho,MID,13.0,20,1,0.04,0.05,0,0.0,8,48,1,3,1.0
24-25,Fábio Freitas Gouveia Carvalho,MID,14.0,20,1,0.09,0.0,0,0.0,1,47,4,3,2.0
24-25,Fábio Freitas Gouveia Carvalho,MID,15.0,72,2,0.04,0.02,0,0.0,12,47,4,3,1.0
24-25,Fábio Freitas Gouveia Carvalho,MID,16.0,15,1,0.48,0.01,0,0.0,-2,47,4,3,1.0
24-25,Fábio Freitas Gouveia Carvalho,MID,17.0,9,1,0.0,0.0,0,0.0,2,46,4,3,0.0
24-25,Fábio Freitas Gouveia Carvalho,MID,24.0,6,1,0.28,0.0,0,0.0,5,46,2,3,1.0
24-25,Fábio Freitas Gouveia Carvalho,MID,25.0,1,1,0.0,0.0,0,0.0,3,46,2,3,6.0
24-25,Fábio Freitas Gouveia Carvalho,MID,26.0,18,6,0.09,0.02,0,0.0,24,45,1,3,0.0
24-25,Gabriel Fernando de Jesus,FWD,1.0,5,0,0.0,0.0,0,0.0,1,70,3,5,0.0
24-25,Gabriel Fernando de Jesus,FWD,4.0,10,1,0.0,0.0,0,0.0,1,68,3,5,0.0
24-25,Gabriel Fernando de Jesus,FWD,5.0,3,0,0.0,0.0,0,0.0,3,68,4,5,1.0
24-25,Gabriel Fernando de Jesus,FWD,6.0,1,1,0.11,0.0,0,0.0,4,68,1,5,1.0
24-25,Gabriel Fernando de Jesus,FWD,7.0,59,1,0.38,0.06,0,0.0,9,68,1,5,1.0
24-25,Gabriel Fernando de Jesus,FWD,8.0,10,1,0.0,0.0,0,0.0,8,68,3,5,0.0
24-25,Gabriel Fernando de Jesus,FWD,9.0,5,0,0.18,0.0,0,0.0,1,68,5,5,1.0
24-25,Gabriel Fernando de Jesus,FWD,10.0,19,1,0.0,0.01,0,0.0,0,68,4,5,1.0
24-25,Gabriel Fernando de Jesus,FWD,11.0,9,1,0.0,0.0,0,0.0,1,68,4,5,1.0
24-25,Gabriel Fernando de Jesus,FWD,12.0,90,1,0.15,0.05,1,0.0,1,68,4,5,1.0
24-25,Gabriel Fernando de Jesus,FWD,13.0,16,1,0.05,0.0,0,0.0,2,68,2,5,0.0
24-25,Gabriel Fernando de Jesus,FWD,15.0,16,1,0.0,0.0,0,0.0,5,68,3,5,1.0
24-25,Gabriel Fernando de Jesus,FWD,16.0,21,1,0.15,0.02,0,0.0,0,68,3,5,16.0
24-25,Gabriel Fernando de Jesus,FWD,17.0,85,16,0.82,0.01,0,0.0,68,67,3,5,2.0
24-25,Gabriel Fernando de Jesus,FWD,18.0,71,2,0.0,0.1,1,0.0,4,68,2,5,12.0
24-25,Gabriel Fernando de Jesus,FWD,19.0,90,12,0.75,0.14,0,0.0,43,68,3,5,2.0
24-25,Gabriel Fernando de Jesus,FWD,20.0,90,2,0.46,0.13,0,0.0,1,69,3,5,0.0
24-25,Gabriel Martinelli Silva,MID,1.0,90,3,0.08,0.19,1,0.0,16,70,3,5,3.0
24-25,Gabriel Martinelli Silva,MID,2.0,64,3,0.0,0.41,1,0.0,9,70,4,5,1.0
24-25,Gabriel Martinelli Silva,MID,3.0,16,1,0.0,0.0,0,0.0,2,70,3,5,3.0
24-25,Gabriel Martinelli Silva,MID,4.0,79,3,0.17,0.14,1,0.0,18,69,3,5,5.0
24-25,Gabriel Martinelli Silva,MID,5.0,86,5,0.0,0.06,0,0.0,18,69,4,5,13.0
24-25,Gabriel Martinelli Silva,MID,6.0,73,13,0.39,0.55,0,0.0,39,69,1,5,6.0
24-25,Gabriel Martinelli Silva,MID,7.0,30,6,0.41,0.04,0,0.0,27,70,1,5,1.0
24-25,Gabriel Martinelli Silva,MID,8.0,26,1,0.42,0.01,0,0.0,-5,70,3,5,2.0
24-25,Gabriel Martinelli Silva,MID,9.0,84,2,0.06,0.39,0,0.0,9,70,5,5,2.0
24-25,Gabriel Martinelli Silva,MID,10.0,60,2,0.0,0.06,0,0.0,2,70,4,5,8.0
24-25,Gabriel Martinelli Silva,MID,11.0,70,8,0.48,0.0,0,0.0,25,69,4,5,0.0
24-25,Gabriel Martinelli Silva,MID,14.0,70,3,0.17,0.0,1,0.0,1,68,2,5,0.0
24-25,Gabriel Martinelli Silva,MID,15.0,30,0,0.0,0.01,0,0.0,-2,68,3,5,3.0
24-25,Gabriel Martinelli Silva,MID,16.0,73,3,0.12,0.1,1,0.0,5,67,3,5,7.0
24-25,Gabriel Martinelli Silva,MID,17.0,90,7,0.66,0.53,0,0.0,30,67,3,5,3.0
24-25,Gabriel Martinelli Silva,MID,18.0,90,3,0.0,0.07,1,0.0,5,67,2,5,9.0
24-25,Gabriel Martinelli Silva,MID,19.0,90,9,0.4,0.12,0,0.0,35,68,3,5,1.0
24-25,Gabriel Martinelli Silva,MID,20.0,45,1,0.0,0.01,0,0.0,2,68,3,5,1.0
24-25,Gabriel Martinelli Silva,MID,21.0,29,1,0.04,0.05,0,0.0,4,68,2,5,7.0
24-25,Gabriel Martinelli Silva,MID,22.0,81,7,0.47,0.14,0,0.0,23,67,3,5,3.0
24-25,Gabriel Martinelli Silva,MID,23.0,86,3,0.0,0.02,1,0.0,5,67,3,5,5.0
24-25,Gabriel Martinelli Silva,MID,24.0,90,5,0.17,0.06,0,0.0,15,67,4,5,0.0
24-25,Gabriel Martinelli Silva,MID,28.0,32,1,0.37,0.07,0,0.0,-1,65,3,5,3.0
24-25,Gabriel Martinelli Silva,MID,29.0,78,3,0.08,0.09,1,0.0,8,65,3,5,5.0
24-25,Gabriel Martinelli Silva,MID,30.0,90,5,0.33,0.3,0,0.0,22,65,3,5,1.0
24-25,Gabriel Martinelli Silva,MID,31.0,45,1,0.04,0.02,0,0.0,7,65,3,5,2.0
24-25,Gabriel Martinelli Silva,MID,32.0,90,2,0.22,0.11,0,0.0,6,65,3,5,8.0
24-25,Gabriel Martinelli Silva,MID,33.0,72,8,0.67,0.02,1,0.0,27,65,2,5,2.0
24-25,Gabriel Martinelli Silva,MID,33.0,90,2,0.04,0.21,0,0.0,11,65,3,5,2.0
24-25,Gabriel Martinelli Silva,MID,35.0,85,2,0.08,0.37,0,0.0,18,65,3,5,7.0
24-25,Gabriel Martinelli Silva,MID,36.0,90,7,0.4,0.03,0,0.0,27,65,5,5,3.0
24-25,Gabriel Martinelli Silva,MID,37.0,90,3,0.12,0.05,1,0.0,3,65,4,5,2.0
24-25,Gabriel dos Santos Magalhães,DEF,1.0,90,6,0.12,0.02,1,0.0,22,60,3,5,6.0
24-25,Gabriel dos Santos Magalhães,DEF,2.0,90,6,0.0,0.02,1,0.0,25,60,4,5,2.0
24-25,Gabriel dos Santos Magalhães,DEF,3.0,90,2,0.12,0.01,0,0.0,17,60,3,5,15.0
24-25,Gabriel dos Santos Magalhães,DEF,4.0,90,15,0.27,0.0,1,0.0,40,60,3,5,7.0
24-25,Gabriel dos Santos Magalhães,DEF,5.0,90,7,0.49,0.01,0,0.0,15,60,4,5,1.0
24-25,Gabriel dos Santos Magalhães,DEF,6.0,90,1,0.27,0.05,0,0.0,7,61,1,5,2.0
24-25,Gabriel dos Santos Magalhães,DEF,7.0,90,2,0.2,0.04,0,0.0,5,62,1,5,1.0
24-25,Gabriel dos Santos Magalhães,DEF,8.0,90,1,0.02,0.0,0,0.0,5,62,3,5,1.0
24-25,Gabriel dos Santos Magalhães,DEF,9.0,53,1,0.0,0.0,0,0.0,7,63,5,5,2.0
24-25,Gabriel dos Santos Magalhães,DEF,10.0,90,2,0.0,0.1,0,0.0,9,62,4,5,2.0
24-25,Gabriel dos Santos Magalhães,DEF,11.0,90,2,0.0,0.23,0,0.0,14,62,4,5,6.0
24-25,Gabriel dos Santos Magalhães,DEF,12.0,90,6,0.07,0.02,1,0.0,24,61,4,5,9.0
24-25,Gabriel dos Santos Magalhães,DEF,13.0,45,9,0.2,0.0,0,0.0,20,62,2,5,0.0
24-25,Gabriel dos Santos Magalhães,DEF,16.0,90,9,0.0,0.04,1,0.0,34,62,3,5,4.0
24-25,Gabriel dos Santos Magalhães,DEF,17.0,90,4,0.39,0.01,0,0.0,13,62,3,5,6.0
24-25,Gabriel dos Santos Magalhães,DEF,18.0,90,6,0.27,0.05,1,0.0,21,63,2,5,2.0
24-25,Gabriel dos Santos Magalhães,DEF,19.0,90,2,0.0,0.31,0,0.0,12,63,3,5,2.0
24-25,Gabriel dos Santos Magalhães,DEF,20.0,90,2,0.0,0.01,0,0.0,9,64,3,5,1.0
24-25,Gabriel dos Santos Magalhães,DEF,21.0,90,1,0.03,0.01,0,0.0,6,64,2,5,1.0
24-25,Gabriel dos Santos Magalhães,DEF,22.0,90,1,0.0,0.07,0,0.0,10,64,3,5,7.0
24-25,Gabriel dos Santos Magalhães,DEF,23.0,90,7,0.06,0.01,1,0.0,27,64,3,5,2.0
